id,year,country,totaldebt,gdp,exchangeratencperusd,debt_gdp,domestogdp,exttogdp,officialdebt,totalnonofficialdebt,foreignbanks,dombanks,totalbank,ext_marketinstrument,dom_market,total_mkt,ext_oth,int_oth,tot_oth,offdom,bankdom,mardom,othdom,credtype_int_sumshares,offext,bankext,marext,othext,credtype_ext_sumshares,credtype_total,officialexternaldebt,nonofficialexternaldebt,external,totaldomestic,legandcred_total,legandcred_ext_tot,legandcred_int_tot,for_ext,for_int,dom_ext,dom_int,currandleg_total,totaldebt_short_term_ext,totaldebt_short_term_int,totaldebt_short_term,totaldebt_med_term_ext,totaldebt_med_term_int,totaldebt_med_term,totaldebt_long_term_ext,totaldebt_long_term_int,totaldebt_long_term,avgmat_ext,avgmat_int,matandleg_total,short_extcurr,short_intcurr,matandcurr_short_tot,med_extcurr,med_intcurr,matandcurr_med_tot,long_extcurr,long_intcurr,matandcurr_long_tot,matandcurr_tot,for_n-i_fr,for_n-i_flr,for_i_fr,for_i_flr,tot_debt_for,dom_n-i_fr,dom_n-i_flr,dom_i_fr,dom_i_flr,tot_debt_dom,debt_index,debt_nonindex,currandrate_tot,heldby_cb,heldby_others,heldby_tot,crossholding,net_debt_1,reserves,net_debt_2,PPFassets,net_debt_3,pay_ppcal_ext,pay_ppal_int,pay_ppal_tot,pay_int_ext,pay_int_int,pay_int_tot,pay_tot_kind,pay_ppal_CB,pay_int_CB,pay_CB_tot,pay_ppal_oth,pay_int_oth,pay_oth_tot,pay_tot_holders,bycurr_debt_for,bycurr_debt_dom,bycurr_debt_index,due_1y_ppal_ext,due_1y_ppal_int,due_1y_ppal_tot,due_1y_int_ext,due_1y_int_int,due_1y_int_tot,due_1y_tot_kind,due_2y_ppal_ext,due_2y_ppal_int,due_2y_ppal_tot,due_2y_int_ext,due_2y_int_int,due_2y_int_tot,due_2y_tot_kind,due_3y_ppal_ext,due_3y_ppal_int,due_3y_ppal_tot,due_3y_int_ext,due_3y_int_int,due_3y_int_tot_kind,due_3y_tot,due_4y_ppal_ext,due_4y_ppal_int,due_4y_ppal_tot,due_4y_int_ext,due_4y_int_int,due_4y_int_tot,due_4y_tot_kind,due_5y_ppal_ext,due_5y_ppal_int,due_5y_ppal_tot,due_5y_int_ext,due_5y_int_int,due_5y_int_tot,due_5y_tot_kind,due_6y_10y_ppal_ext,due_6y_10y_ppal_int,due_6y_10y_ppal_tot,due_6y_10y_int_ext,due_6y_10y_int_int,due_6y_10y_int_tot,due_6y_10y_tot_kind,due_11y_ppal_ext,due_11y_ppal_int,due_11y_ppal_tot,due_11y_int_ext,due_11y_int_int,due_11y_int_tot,due_11y_tot_kind,due_1y_ppal_CB,due_1y_int_CB,due_1y_tot_CB,due_1y_ppal_oth,due_1y_int_oth,due_1y_tot_oth,due_2y_ppal_CB,due_2y_int_CB,due_2y_tot_CB,due_2y_ppal_oth,due_2y_int_oth,due_2y_tot_oth,due_3y_ppal_CB,due_3y_int_CB,due_3y_tot_CB,due_3y_ppal_oth,due_3y_int_oth,due_3y_tot_oth,due_4y_ppal_CB,due_4y_int_CB,due_4y_tot_CB,due_4y_ppal_oth,due_4y_int_oth,due_4y_tot_oth,due_5y_ppal_CB,due_5y_int_CB,due_5y_tot_CB,due_5y_ppal_oth,due_5y_int_oth,due_5y_tot_oth,due_6y_10y_ppal_CB,due_6y_10y_int_CB,due_6y_10y_tot_CB,due_6y_10y_ppal_oth,due_6y_10y_int_oth,due_6y_10y_tot_oth,due_11y_ppal_CB,due_11y_int_CB,due_11y_tot_CB,due_11y_ppal_oth,due_int_oth,due_11y_tot_oth
2012-IPeru,2012-I,Peru,35464.90,187884.08,,0.19,0.08,0.10,10155.15,25309.71,31.20,542.43,573.63,9490.58,15245.51,24736.08,0.00,0.00,0.00,0.00,0.03,0.97,0.00,1.00,0.52,0.00,0.48,0.00,1.00,35464.86,10155.15,9521.78,19676.93,15787.93,35464.86,0.55,0.45,17663.66,132.34,2013.30,15655.60,35464.89,24.01,0.00,24.01,2853.85,1658.27,4512.13,16799.10,14129.66,30928.76,8.90,9.21,35464.90,24.01,0.00,24.01,2136.85,2375.27,4512.13,15635.13,15293.63,30928.76,35464.90,12802.26,4993.73,0.00,0.00,17796.00,13985.80,0.00,3683.10,0.00,17668.90,0.10,0.90,35464.89,0.00,35464.90,35464.90,0.00,35464.90,57224.88,-21759.98,33296.04,-55056.03,720.70,285.21,1005.91,512.20,513.50,1025.70,2031.62,,,0.00,,,2031.62,2031.62,0.50,0.39,0.10,459.20,142.70,601.90,508.40,484.67,993.07,1594.96,958.09,520.80,1478.89,981.34,970.10,1951.44,3430.33,1237.00,348.58,1585.58,963.40,951.22,1914.62,3500.20,1092.30,1048.66,2140.96,909.40,910.43,1819.83,3960.79,1450.70,314.21,1764.91,844.80,860.77,1705.57,3470.48,4427.82,4983.00,9410.82,3489.89,3801.00,7290.89,16701.71,10051.85,8430.00,18481.85,6890.91,6012.91,12903.82,31385.67,,,0.00,,,1594.96,,,0.00,,,3430.33,,,0.00,,,3500.20,,,0.00,,,3960.79,,,0.00,,,3470.48,,,0.00,,,16701.71,,,0.00,,,31385.67
2012Peru,2012,Peru,36556.92,192932.54,2.55,0.19,0.09,0.10,9957.40,26599.52,29.08,680.64,709.72,9508.35,16381.45,25889.80,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,0.51,0.00,0.49,0.00,1.00,36556.92,9957.40,9537.43,19494.83,17062.09,36556.92,0.53,0.47,17442.27,132.34,2052.56,16929.76,36556.92,75.82,285.69,361.51,3301.50,1983.62,5285.12,16117.51,14792.79,30910.29,8.69,8.98,36556.92,75.12,286.39,361.51,2534.34,2750.78,5285.12,14965.14,15945.15,30910.29,36556.92,12465.86,5108.75,0.00,0.00,17574.60,15050.41,0.00,3931.91,0.00,18982.32,0.11,0.89,36556.92,320.55,36236.37,36556.92,320.55,36236.37,63991.44,-27755.07,37966.71,-65721.77,1184.84,406.98,1591.81,1051.53,1026.47,2078.01,3669.82,0.00,1.78,1.78,1591.81,2076.23,3668.04,3669.82,0.48,0.41,0.11,948.06,571.64,1519.70,977.68,1029.99,2007.67,3527.37,1253.87,369.68,1623.55,961.03,1020.47,1981.50,3605.05,1109.36,1094.35,2203.72,886.40,977.13,1863.53,4067.25,1468.68,331.83,1800.50,832.37,925.05,1757.42,3557.92,876.10,824.27,1700.37,781.10,915.17,1696.27,3396.64,4269.88,4634.28,8904.16,3252.77,3743.78,6996.55,15900.71,9568.87,9236.04,18804.91,6274.48,5866.50,12140.98,30945.88,,,0.00,,,3527.37,,,0.00,,,3605.05,,,0.00,,,4067.25,,,0.00,,,3557.92,,,0.00,,,3396.64,,,0.00,,,15900.71,,,0.00,,,30945.88
2013-IPeru,2013-I,Peru,33943.90,195636.62,,0.17,0.09,0.09,7745.67,26198.22,27.20,573.93,601.13,9501.91,16095.18,25597.10,0.00,0.00,0.00,0.00,0.03,0.97,0.00,1.00,0.45,0.00,0.55,0.00,1.00,33943.90,7745.67,9529.11,17274.78,16669.11,33943.90,0.51,0.49,17019.13,132.34,255.65,16536.78,33943.90,16.11,228.85,244.96,2686.32,1812.52,4498.85,14572.35,14627.74,29200.09,8.83,9.06,33943.90,16.11,228.85,244.96,2818.66,1680.19,4498.85,14316.70,14883.39,29200.09,33943.90,12149.88,5001.58,0.00,0.00,17151.46,13194.64,0.00,3597.79,0.00,16792.43,0.11,0.89,33943.90,571.36,33372.53,33943.90,571.36,33372.53,66682.73,-33310.19,34395.87,-67706.07,2054.76,245.85,2300.62,642.32,558.05,1200.36,3500.98,0.00,12.20,12.20,2300.62,1188.16,3488.78,3500.98,0.51,0.39,0.11,334.41,343.40,677.81,448.59,507.45,956.03,1633.84,1006.41,345.89,1352.30,872.17,999.98,1872.15,3224.45,895.67,1037.04,1932.71,818.93,959.89,1778.82,3711.53,1259.54,340.54,1600.09,778.40,910.92,1689.32,3289.40,691.88,790.20,1482.08,737.12,901.53,1638.65,3120.74,3581.27,4408.29,7989.56,3178.07,3742.32,6920.40,14909.95,9505.60,9366.17,18871.77,6267.97,5950.66,12218.63,31090.40,,,16.45,,,1617.39,,,32.14,,,3192.31,,,32.14,,,3679.39,,,32.14,,,3257.26,,,32.14,,,3088.60,,,160.70,,,14749.25,,,1471.28,,,29619.12
2013Peru,2013,Peru,34057.99,195636.62,2.80,0.17,0.09,0.09,7594.07,26463.92,25.01,762.30,787.31,9520.47,16156.14,25676.61,0.00,0.00,0.00,0.00,0.05,0.95,0.00,1.00,0.44,0.00,0.56,0.00,1.00,34057.99,7594.07,9545.48,17139.55,16918.44,34057.99,0.50,0.50,16885.09,132.34,254.46,16786.11,34057.99,471.05,78.54,549.59,3660.94,2113.58,5774.52,13007.56,14726.32,27733.89,8.15,9.02,34057.99,471.05,78.54,549.59,3538.81,2235.71,5774.52,13007.56,14726.32,27733.89,34057.99,11931.08,5086.34,0.00,0.00,17017.42,13372.63,0.00,3667.94,0.00,17040.57,0.11,0.89,34057.99,560.41,33497.58,34057.99,560.41,33497.58,65663.10,-32165.51,36508.31,-68673.83,2386.74,600.29,2987.03,1113.24,1104.63,2217.87,5204.89,0.00,28.34,28.34,2987.03,2189.53,5176.56,5204.89,0.50,0.39,0.11,1013.89,369.68,1383.58,859.22,1075.25,1934.47,3318.05,896.01,1035.38,1931.40,818.73,1041.61,1860.33,3791.73,1261.19,375.40,1636.60,812.47,988.52,1800.99,3437.58,695.48,1085.84,1781.32,800.61,972.01,1772.62,3553.94,517.34,314.33,831.68,781.92,905.71,1687.63,2519.31,3716.22,5297.58,9013.79,3241.47,3738.20,6979.67,15993.46,9033.29,8066.11,17099.40,5779.36,5556.39,11335.74,28435.15,,,31.53,,,3286.52,,,31.52,,,3760.21,,,31.52,,,3406.06,,,31.52,,,3522.41,,,31.52,,,2487.78,,,157.61,,,15835.85,,,1411.50,,,27023.65
2014-IPeru,2014-I,Peru,34654.69,209227.47,2.80,0.17,0.08,0.08,7573.94,27080.75,22.93,818.10,841.03,9520.47,16719.24,26239.72,0.00,0.00,0.00,0.00,0.05,0.95,0.00,1.00,0.44,0.00,0.56,0.00,1.00,34654.69,7573.94,9543.40,17117.34,17537.35,34654.69,0.49,0.51,16862.87,132.34,254.46,17405.01,34654.69,430.79,15.43,446.22,3511.63,1997.68,5509.32,13174.91,15524.24,28699.15,8.23,9.14,34654.69,430.79,15.43,446.22,3389.50,2119.81,5509.32,13174.91,15524.24,28699.15,34654.69,11869.38,5125.83,0.00,0.00,16995.21,14007.99,0.00,3651.48,0.00,17659.48,0.11,0.89,34654.69,594.07,34060.62,34654.69,594.07,34060.62,64581.15,-30520.53,38805.12,-69325.65,304.82,263.09,567.91,429.12,560.82,989.94,1557.85,0.00,15.91,15.91,567.91,974.02,1541.94,1557.85,0.49,0.40,0.11,714.55,173.89,888.45,442.90,569.67,1012.57,1901.01,903.77,1114.29,2018.06,820.93,1078.13,1899.06,3917.12,1268.87,481.99,1750.87,810.59,1025.68,1836.26,3587.13,704.25,1313.49,2017.74,806.01,1006.42,1812.44,3830.18,526.93,362.46,889.39,788.48,928.80,1717.28,2606.68,3757.37,5928.13,9685.50,3267.76,3760.98,7028.74,16714.23,9241.61,8163.08,17404.69,5787.73,5669.24,11456.97,28861.66,0.00,16.71,16.71,888.45,995.85,1884.30,0.00,33.42,33.42,2018.06,1865.65,3883.71,0.00,33.42,33.42,1750.87,1802.85,3553.71,0.00,33.42,33.42,2017.74,1779.02,3796.76,0.00,33.42,33.42,889.39,1683.87,2573.26,0.00,167.08,167.08,9685.50,6861.66,16547.15,594.06,902.23,1496.30,16810.63,10554.74,27365.36
2014Peru,2014,Peru,34943.42,202984.22,2.99,0.17,0.09,0.08,7212.81,27730.62,20.64,961.88,982.52,9124.97,17623.13,26748.10,0.00,0.00,0.00,0.00,0.05,0.95,0.00,1.00,0.44,0.00,0.56,0.00,1.00,34943.42,7212.81,9145.61,16358.41,18585.01,34943.42,0.47,0.53,16120.38,132.34,238.03,18452.68,34943.42,287.76,383.04,670.80,2950.70,3660.84,6611.54,13119.95,14541.13,27661.09,8.49,8.34,34943.42,420.09,250.70,670.80,2712.67,3898.87,6611.54,13119.95,14541.13,27661.09,34943.42,11126.48,5126.23,0.00,0.00,16252.71,15233.47,0.00,3457.24,0.00,18690.71,0.10,0.90,34943.42,601.55,34341.87,34943.42,601.55,34341.87,62308.10,-27966.23,38308.30,-66274.52,1164.67,1404.70,2569.37,604.12,583.02,1187.14,3756.52,0.00,16.76,16.76,2569.37,1170.39,3739.76,3756.52,0.47,0.44,0.10,866.74,696.42,1563.16,801.69,1100.89,1902.58,3465.74,1052.64,424.02,1476.66,791.54,1108.79,1900.32,3376.98,680.15,1433.80,2113.95,788.43,1077.02,1865.45,3979.40,505.67,445.85,951.52,783.22,990.14,1773.36,2724.88,1502.67,296.05,1798.72,740.55,979.17,1719.73,3518.44,2396.77,7680.05,10076.82,3243.62,4056.30,7299.91,17376.73,9351.95,7608.81,16960.76,5935.68,5356.55,11292.23,28252.99,0.00,33.83,33.83,1563.16,1868.74,3431.91,0.00,33.84,33.84,1476.66,1866.49,3343.15,0.00,33.84,33.84,2113.95,1831.62,3945.56,0.00,33.84,33.84,951.52,1739.52,2691.04,0.00,33.84,33.84,1798.72,1685.89,3484.61,0.00,169.19,169.19,10076.82,7130.72,17207.54,601.55,879.79,1481.34,16359.21,10412.44,26771.65
2015-IPeru,2015-I,Peru,35165.66,192405.06,3.18,0.18,0.10,0.09,7306.55,27859.11,18.42,1243.99,1262.41,9048.77,17547.93,26596.70,0.00,0.00,0.00,0.00,0.07,0.93,0.00,1.00,0.45,0.00,0.55,0.00,1.00,35165.66,7306.55,9067.19,16373.75,18791.92,35165.66,0.47,0.53,16149.94,132.34,223.81,18659.58,35165.66,6.87,132.34,139.20,2651.10,3579.14,6230.24,13715.78,15080.44,28796.22,8.78,8.51,35165.66,139.20,0.00,139.20,2427.29,3802.95,6230.24,13715.78,15080.44,28796.22,35165.66,10925.55,5356.73,0.00,0.00,16282.28,15589.63,0.00,3293.76,0.00,18883.39,0.09,0.91,35165.66,587.29,34578.38,35165.66,587.29,34578.38,60017.22,-25438.84,38394.64,-63833.48,916.96,1018.47,1935.44,429.20,556.96,986.16,2921.59,0.00,17.13,17.13,1935.44,969.03,2904.46,2921.59,0.46,0.44,0.09,296.84,285.45,582.29,394.10,588.99,983.08,1565.37,960.80,479.50,1440.29,790.18,1151.18,1941.36,3381.66,681.41,1420.77,2102.19,786.69,1123.41,1910.09,4012.28,509.69,570.41,1080.10,783.39,1025.33,1808.72,2888.82,1471.40,288.56,1759.96,745.81,1010.45,1756.26,3516.21,2558.88,7331.81,9890.69,3311.23,4283.44,7594.67,17485.36,9894.73,8415.42,18310.15,6743.99,5773.95,12517.94,30828.09,0.00,16.65,16.65,582.29,966.43,1548.72,0.00,33.03,33.03,1440.29,1908.33,3348.62,0.00,33.03,33.03,2102.19,1877.06,3979.24,0.00,33.03,33.03,1080.10,1775.69,2855.79,0.00,33.03,33.03,1759.96,1723.22,3483.18,0.00,165.17,165.17,9890.69,7429.50,17320.19,587.29,858.88,1446.17,17722.87,11659.05,29381.92
2006Suriname,2006,Suriname,554.52,2196.37,,0.25,0.11,0.15,319.30,235.20,0.00,192.58,192.58,0.00,0.00,0.00,,42.63,42.63,0.00,0.82,0.00,0.18,1.00,1.00,0.00,0.00,0.00,1.00,554.50,319.30,0.00,319.30,235.20,554.50,0.58,0.42,317.30,26.15,2.00,209.07,554.52,,,,,,,,,,,,,151.60,154.90,306.50,34.90,0.00,34.90,157.00,56.10,213.10,554.50,152.75,190.70,0.00,0.00,343.45,211.07,0.00,0.00,0.00,211.07,0.00,1.00,554.52,117.27,437.25,554.52,117.27,437.25,255.45,181.80,,N/A,46.70,0.04,46.74,11.00,27.90,38.90,85.62,,,,,,,,0.62,0.38,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007Suriname,2007,Suriname,600.17,2592.20,,0.23,0.08,0.15,390.50,209.66,0.00,164.30,164.30,0.00,0.00,0.00,,45.36,45.36,0.00,0.78,0.00,0.22,1.00,1.00,0.00,0.00,0.00,1.00,600.16,390.50,0.00,390.50,209.66,600.16,0.65,0.35,388.74,30.60,1.76,179.07,600.17,,,,,,,,,,,,,139.60,127.70,267.30,37.10,0.00,37.10,242.60,53.10,295.70,600.10,212.24,207.10,0.00,0.00,419.34,180.83,0.00,0.00,0.00,180.83,0.00,1.00,600.17,108.85,491.32,600.17,108.85,491.32,409.32,82.00,,N/A,126.90,30.20,157.10,15.70,19.20,34.90,191.95,,,,,,,,0.70,0.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008Suriname,2008,Suriname,549.64,3488.51,2.78,0.16,0.07,0.09,319.30,230.36,0.00,177.34,177.34,0.00,0.00,0.00,,53.02,53.02,0.00,0.77,0.00,0.23,1.00,1.00,0.00,0.00,0.00,1.00,549.66,319.30,0.00,319.30,230.36,549.66,0.58,0.42,317.78,33.26,1.52,197.07,549.64,,,,,,,,,,,,,150.70,147.80,298.50,36.40,0.00,36.40,163.90,50.80,214.70,549.60,130.24,220.80,0.00,0.00,351.04,198.60,0.00,0.00,0.00,198.60,0.00,1.00,549.64,142.91,406.72,549.64,142.91,406.72,575.72,-169.00,,N/A,14.60,40.40,55.00,5.30,15.80,21.10,76.11,,,10.40,,,65.70,76.10,0.64,0.36,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-ISuriname,2009-I,Suriname,582.29,3488.51,,0.17,0.07,0.10,346.10,236.18,0.00,179.06,179.06,0.00,0.00,0.00,,57.12,57.12,0.00,0.76,0.00,0.24,1.00,1.00,0.00,0.00,0.00,1.00,582.28,346.10,0.00,346.10,236.18,582.28,0.59,0.41,344.73,38.19,1.37,197.99,582.29,154.40,150.00,304.40,1.60,38.20,39.80,190.10,48.00,238.10,5.95,3.07,582.30,154.40,150.00,304.40,39.80,0.00,39.80,188.70,49.40,238.10,582.30,150.62,232.30,0.00,0.00,382.92,199.36,0.00,0.00,0.00,199.36,0.00,1.00,582.29,152.88,429.40,582.29,152.88,429.40,574.20,-144.80,,N/A,8.10,19.40,27.50,3.80,9.90,13.70,41.19,,,16.10,,,25.10,41.20,0.66,0.34,0.00,19.23,9.95,29.18,8.93,14.12,23.05,52.23,19.88,32.92,52.80,11.11,14.88,26.00,78.80,19.89,35.48,55.37,12.85,15.50,28.35,83.72,26.44,29.30,55.74,14.01,14.35,28.36,84.10,,,,,,,,,,,,,,,,,,,,,,,,7.81,,,44.41,,,8.39,,,70.40,,,8.64,,,75.08,,,8.91,,,75.19,,,,,,,,,,,,,,,,,,
2009Suriname,2009,Suriname,598.57,3826.77,2.72,0.16,0.09,0.07,269.10,329.48,0.00,258.83,258.83,0.00,0.00,0.00,,70.65,70.65,0.00,0.79,0.00,0.21,1.00,1.00,0.00,0.00,0.00,1.00,598.58,269.10,0.00,269.10,329.48,598.58,0.45,0.55,267.86,50.67,1.24,278.81,598.57,41.70,232.00,273.70,0.00,50.70,50.70,226.10,48.00,274.10,8.56,2.55,598.50,41.70,232.00,273.70,50.70,0.00,50.70,226.10,48.00,274.10,598.50,239.43,79.10,0.00,0.00,318.53,280.05,0.00,0.00,0.00,280.05,0.00,1.00,598.57,234.71,363.86,598.57,234.71,363.86,629.66,-265.80,,N/A,89.80,29.90,119.70,8.60,20.60,29.20,148.89,,,24.90,,,124.00,148.90,0.50,0.47,0.03,18.90,15.10,34.00,11.20,17.10,28.30,71.30,18.90,31.70,50.60,13.30,17.50,30.80,81.40,25.70,39.70,65.40,15.00,18.50,33.50,98.90,34.50,22.90,57.40,15.00,17.10,32.10,89.50,,,,,,,,,,,,,,,,,,,,,,,,12.80,,,58.50,,,13.30,,,68.10,,,13.70,,,85.20,,,13.90,,,75.60,,,,,,,,,,,,,,,,,,
2010-ISuriname,2010-I,Suriname,716.06,3826.77,,0.19,0.11,0.08,299.20,416.88,0.00,333.60,333.60,0.00,0.00,0.00,,83.27,83.27,0.00,0.80,0.00,0.20,1.00,1.00,0.00,0.00,0.00,1.00,716.08,299.20,0.00,299.20,416.88,716.08,0.42,0.58,298.10,63.30,1.10,353.56,716.06,42.40,308.40,350.80,0.00,63.30,63.30,256.80,46.80,303.60,8.72,2.24,717.70,42.40,307.90,350.30,63.30,0.00,63.30,255.70,46.80,302.50,716.10,277.30,84.10,0.00,0.00,361.40,354.66,0.00,0.00,0.00,354.66,0.00,1.00,716.06,286.08,429.98,716.06,286.08,429.98,600.98,-171.00,,N/A,6.70,5.00,11.70,3.10,13.20,16.30,27.95,,,11.00,,,17.00,28.00,0.48,0.50,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010Suriname,2010,Suriname,801.06,4313.60,2.71,0.19,0.11,0.08,334.40,466.78,0.00,379.52,379.52,0.00,0.00,0.00,,87.27,87.27,0.00,0.81,0.00,0.19,1.00,1.00,0.00,0.00,0.00,1.00,801.18,334.40,0.00,334.40,466.78,801.18,0.42,0.58,333.50,66.90,0.89,399.65,800.94,43.50,355.90,399.40,0.00,68.88,68.88,290.90,41.77,332.67,8.83,2.03,800.95,43.50,355.20,398.70,68.88,0.00,68.88,287.90,45.37,333.27,800.85,298.50,101.90,0.00,0.00,400.40,400.55,0.00,0.00,0.00,400.55,0.00,1.00,800.95,316.77,484.18,800.95,316.77,484.28,666.02,-181.74,,N/A,16.90,11.29,28.19,7.00,30.26,37.26,65.45,,,25.40,,,40.09,65.49,0.48,0.50,0.03,35.20,9.90,45.10,9.10,29.60,38.70,83.80,28.70,36.50,65.20,13.70,33.80,47.50,112.70,34.30,36.20,70.50,13.80,31.30,45.10,115.60,35.90,31.70,67.60,12.70,30.50,43.20,110.80,34.40,14.60,49.00,11.60,28.80,40.40,89.40,72.80,21.10,93.90,11.00,7.20,18.20,112.10,67.60,23.00,90.60,7.40,6.50,13.90,104.50,,,23.70,,,60.10,,,23.60,,,89.10,,,23.60,,,92.00,,,23.50,,,87.30,,,23.40,,,66.00,,,4.90,,,107.20,,,8.80,,,95.70
2011-ISuriname,2011-I,Suriname,806.78,4313.60,,0.19,0.10,0.08,362.60,443.66,0.00,356.63,356.63,0.00,0.00,0.00,,87.03,87.03,0.00,0.80,0.00,0.20,1.00,1.00,0.00,0.00,0.00,1.00,806.26,362.60,0.00,362.60,443.66,806.26,0.45,0.55,361.79,71.01,0.81,373.17,806.78,45.00,338.20,383.20,0.00,70.90,70.90,317.70,35.00,352.70,8.89,1.95,806.80,45.00,338.00,383.00,71.00,0.00,71.00,317.60,35.20,352.80,806.80,325.70,107.10,0.00,0.00,432.80,373.98,0.00,0.00,0.00,373.98,0.00,1.00,806.78,314.54,492.24,806.78,314.54,492.24,716.94,-224.70,,N/A,7.00,14.40,21.40,3.70,17.10,20.80,42.20,,,13.60,,,28.60,42.20,0.51,0.46,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011Suriname,2011,Suriname,868.82,4256.49,3.28,0.20,0.10,0.11,462.90,405.92,0.00,302.94,302.94,0.00,0.00,0.00,,102.98,102.98,0.00,0.75,0.00,0.25,1.00,1.00,0.00,0.00,0.00,1.00,868.82,462.90,0.00,462.90,405.92,868.82,0.53,0.47,462.10,83.19,0.78,322.73,868.80,13.70,285.95,299.65,4.70,80.02,84.72,444.50,39.95,484.45,9.66,2.18,868.82,13.70,286.30,300.00,84.72,0.00,84.72,446.90,37.15,484.05,868.77,353.19,192.10,0.00,0.00,545.29,323.53,0.00,0.00,0.00,323.53,0.00,1.00,868.82,256.22,612.60,868.82,256.22,612.60,795.31,-182.71,,N/A,20.70,20.20,40.90,7.90,36.23,44.13,85.03,,,27.47,,,57.51,84.98,0.60,0.37,0.03,96.10,280.00,376.10,46.00,113.00,159.00,535.10,114.80,214.20,329.00,49.10,94.20,143.30,472.30,120.40,170.00,290.40,53.80,86.80,140.60,431.00,115.20,198.00,313.20,63.70,72.80,136.50,449.70,134.00,215.90,349.90,78.00,64.80,142.80,492.70,,,,,,,,,,,,,,,,,231.10,,,161.90,,,144.80,,,163.60,,,153.10,,,103.70,,,131.40,,,139.40,,,229.70,,,51.00,,,,,,,,,,,,
2012-ISuriname,2012-I,Suriname,924.67,4937.16,,0.19,0.09,0.10,470.10,454.57,0.00,346.38,346.38,0.00,0.00,0.00,,108.18,108.18,0.00,0.76,0.00,0.24,1.00,1.00,0.00,0.00,0.00,1.00,924.67,470.10,0.00,470.10,454.57,924.67,0.51,0.49,469.30,86.54,0.80,368.03,924.67,14.50,332.16,346.66,4.70,83.34,88.04,450.90,39.07,489.97,9.65,2.05,924.67,14.50,332.16,346.66,88.04,0.00,88.04,453.30,36.67,489.97,924.67,379.84,176.00,0.00,0.00,555.84,368.83,0.00,0.00,0.00,368.83,0.00,1.00,924.67,284.68,639.78,924.46,284.68,639.98,885.78,-245.80,,N/A,34.20,5.38,39.58,5.50,19.32,24.82,64.40,,,13.56,,,50.83,64.40,1.00,0.00,0.00,43.59,14.00,57.59,9.40,33.27,42.67,100.26,26.00,28.81,54.81,15.62,40.19,55.81,110.62,34.00,38.12,72.12,15.44,39.17,54.62,126.73,33.63,31.32,64.94,14.54,34.53,49.08,114.02,43.73,17.70,61.43,13.90,32.77,46.67,108.10,,,,,,,,,,,,,,,,,24.40,,,75.86,,,28.11,,,82.50,,,28.00,,,99.71,,,28.00,,,86.07,,,27.88,,,80.20,,,,,,,,,,,,
2012Suriname,2012,Suriname,1060.69,4938.07,3.35,0.21,0.10,0.11,567.21,491.42,0.00,375.35,375.35,0.00,0.00,0.00,,116.08,116.08,0.00,0.76,0.00,0.24,1.00,1.00,0.00,0.00,0.00,1.00,1058.64,567.21,0.00,567.21,491.42,1058.64,0.54,0.46,566.35,93.63,0.86,399.85,1060.69,15.20,398.56,413.76,4.08,94.90,98.98,547.92,0.00,547.92,9.70,1.29,1060.66,15.20,398.56,413.76,96.82,2.16,98.98,547.92,0.00,547.92,1060.66,424.74,235.25,0.00,0.00,659.99,400.71,0.00,0.00,0.00,400.71,0.00,1.00,1060.70,305.67,755.02,1060.69,305.67,755.02,1008.40,-253.38,,N/A,44.90,9.85,54.75,13.28,36.08,49.36,104.11,1.66,25.03,26.69,53.09,24.34,77.43,104.11,0.62,0.38,0.00,21.45,31.70,53.15,13.87,39.41,53.28,106.43,33.38,40.74,74.11,14.77,38.13,52.90,127.01,32.76,36.01,68.77,14.26,35.39,49.66,118.43,43.32,18.27,61.59,13.53,33.60,47.12,108.71,44.70,2.41,47.11,12.46,33.07,45.54,92.64,,,,,,,,,,,,,,,,,27.69,,,78.74,,,27.60,,,99.41,,,27.53,,,90.90,,,27.46,,,81.26,,,27.38,,,65.26,,,,,,,,,,,,
