id,year,country,totaldebt,gdp,exchangeratencperusd,debt_gdp,domestogdp,exttogdp,officialdebt,totalnonofficialdebt,foreignbanks,dombanks,totalbank,ext_marketinstrument,dom_market,total_mkt,ext_oth,int_oth,tot_oth,offdom,bankdom,mardom,othdom,credtype_int_sumshares,offext,bankext,marext,othext,credtype_ext_sumshares,credtype_total,officialexternaldebt,nonofficialexternaldebt,external,totaldomestic,legandcred_total,legandcred_ext_tot,legandcred_int_tot,for_ext,for_int,dom_ext,dom_int,currandleg_total,totaldebt_short_term_ext,totaldebt_short_term_int,totaldebt_short_term,totaldebt_med_term_ext,totaldebt_med_term_int,totaldebt_med_term,totaldebt_long_term_ext,totaldebt_long_term_int,totaldebt_long_term,avgmat_ext,avgmat_int,matandleg_total,short_extcurr,short_intcurr,matandcurr_short_tot,med_extcurr,med_intcurr,matandcurr_med_tot,long_extcurr,long_intcurr,matandcurr_long_tot,matandcurr_tot,for_n-i_fr,for_n-i_flr,for_i_fr,for_i_flr,tot_debt_for,dom_n-i_fr,dom_n-i_flr,dom_i_fr,dom_i_flr,tot_debt_dom,debt_index,debt_nonindex,currandrate_tot,heldby_cb,heldby_others,heldby_tot,crossholding,net_debt_1,reserves,net_debt_2,PPFassets,net_debt_3,pay_ppcal_ext,pay_ppal_int,pay_ppal_tot,pay_int_ext,pay_int_int,pay_int_tot,pay_tot_kind,pay_ppal_CB,pay_int_CB,pay_CB_tot,pay_ppal_oth,pay_int_oth,pay_oth_tot,pay_tot_holders,bycurr_debt_for,bycurr_debt_dom,bycurr_debt_index,due_1y_ppal_ext,due_1y_ppal_int,due_1y_ppal_tot,due_1y_int_ext,due_1y_int_int,due_1y_int_tot,due_1y_tot_kind,due_2y_ppal_ext,due_2y_ppal_int,due_2y_ppal_tot,due_2y_int_ext,due_2y_int_int,due_2y_int_tot,due_2y_tot_kind,due_3y_ppal_ext,due_3y_ppal_int,due_3y_ppal_tot,due_3y_int_ext,due_3y_int_int,due_3y_int_tot_kind,due_3y_tot,due_4y_ppal_ext,due_4y_ppal_int,due_4y_ppal_tot,due_4y_int_ext,due_4y_int_int,due_4y_int_tot,due_4y_tot_kind,due_5y_ppal_ext,due_5y_ppal_int,due_5y_ppal_tot,due_5y_int_ext,due_5y_int_int,due_5y_int_tot,due_5y_tot_kind,due_6y_10y_ppal_ext,due_6y_10y_ppal_int,due_6y_10y_ppal_tot,due_6y_10y_int_ext,due_6y_10y_int_int,due_6y_10y_int_tot,due_6y_10y_tot_kind,due_11y_ppal_ext,due_11y_ppal_int,due_11y_ppal_tot,due_11y_int_ext,due_11y_int_int,due_11y_int_tot,due_11y_tot_kind,due_1y_ppal_CB,due_1y_int_CB,due_1y_tot_CB,due_1y_ppal_oth,due_1y_int_oth,due_1y_tot_oth,due_2y_ppal_CB,due_2y_int_CB,due_2y_tot_CB,due_2y_ppal_oth,due_2y_int_oth,due_2y_tot_oth,due_3y_ppal_CB,due_3y_int_CB,due_3y_tot_CB,due_3y_ppal_oth,due_3y_int_oth,due_3y_tot_oth,due_4y_ppal_CB,due_4y_int_CB,due_4y_tot_CB,due_4y_ppal_oth,due_4y_int_oth,due_4y_tot_oth,due_5y_ppal_CB,due_5y_int_CB,due_5y_tot_CB,due_5y_ppal_oth,due_5y_int_oth,due_5y_tot_oth,due_6y_10y_ppal_CB,due_6y_10y_int_CB,due_6y_10y_tot_CB,due_6y_10y_ppal_oth,due_6y_10y_int_oth,due_6y_10y_tot_oth,due_11y_ppal_CB,due_11y_int_CB,due_11y_tot_CB,due_11y_ppal_oth,due_int_oth,due_11y_tot_oth
2006Chile,2006,Chile,20181.05,145632.87,534.43,0.14,0.11,0.03,1117.16,19063.89,0.00,165.35,165.35,3054.00,15844.54,18898.54,0.00,0.00,0.00,0.00,0.01,0.99,0.00,1.00,0.27,0.00,0.73,0.00,1.00,20181.05,1117.16,3054.00,4171.16,16009.89,20181.05,0.21,0.79,4171.16,790.00,,15219.89,20181.05,,,,,,,,,,,,,,,,,,,,,,,3344.00,1617.21,0.00,0.00,4961.21,3257.33,0.00,11962.51,0.00,15219.84,0.59,0.41,20181.05,0.00,20181.05,20181.05,0.00,20181.05,19428.90,752.15,88631.78,-87879.63,167.63,5890.84,6058.47,220.88,960.67,1181.54,7240.01,,,1580.31,,,5659.70,7240.01,0.25,0.16,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007Chile,2007,Chile,20646.19,172685.84,497.70,0.12,0.10,0.02,1139.18,19507.01,0.00,180.68,180.68,2516.98,16809.35,19326.33,0.00,0.00,0.00,0.00,0.01,0.99,0.00,1.00,0.31,0.00,0.69,0.00,1.00,20646.19,1139.18,2516.98,3656.16,16990.03,20646.19,0.18,0.82,3656.16,390.00,,16600.03,20646.19,,,,,,,,,,,,,,,,,,,,,,,2906.98,1139.18,0.00,0.00,4046.16,4150.92,0.00,12449.11,0.00,16600.03,0.60,0.40,20646.19,0.00,20646.19,20646.19,0.00,20646.19,16910.10,3736.09,111037.00,-107300.91,558.08,4218.64,4776.72,212.99,906.99,1119.98,5896.70,,,1129.31,,,4767.39,5896.70,0.20,0.20,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008Chile,2008,Chile,22230.87,140730.85,648.00,0.16,0.14,0.02,1005.77,21225.05,0.00,138.99,138.99,1929.18,19156.88,21086.06,0.00,0.00,0.00,0.00,0.01,0.99,0.00,1.00,0.34,0.00,0.66,0.00,1.00,22230.81,1005.77,1929.18,2934.94,19295.87,22230.81,0.13,0.87,2934.94,4.60,0.00,19291.32,22230.87,,,,,,,,,,,,,,,,,,,,,,,1933.78,1005.82,0.00,0.00,2939.60,4061.13,0.00,15230.14,0.00,19291.27,0.69,0.31,22230.87,0.00,22230.87,22230.87,0.00,22230.87,23162.30,-931.43,74312.70,-75244.13,810.65,2915.54,3726.19,147.59,723.92,871.51,4597.70,,,138.70,,,4459.00,4597.70,0.13,0.18,0.69,110.40,1984.40,2094.80,123.40,580.20,703.60,2798.40,103.00,698.00,801.00,119.60,544.90,664.50,1465.50,721.80,1513.20,2235.00,87.30,485.70,573.00,2808.00,900.80,2223.10,3123.90,38.70,392.80,431.50,3555.40,,,,,,,,304.20,3740.90,4045.10,75.60,1432.20,1507.80,5552.90,1034.60,4131.60,5166.20,232.70,1236.70,1469.40,6635.60,,,,,,2798.40,,,,,,1465.50,,,,,,2808.00,,,,,,3555.40,,,,,,5552.80,,,,,,,,,,,,6635.70
2009-IChile,2009-I,Chile,25661.89,135773.00,,0.19,0.17,0.02,997.68,24664.22,0.00,174.44,174.44,1488.27,23001.51,24489.78,0.00,0.00,0.00,0.00,0.01,0.99,0.00,1.00,0.40,0.00,0.60,0.00,1.00,25661.90,997.68,1488.27,2485.94,23175.95,25661.90,0.10,0.90,2485.94,4.68,,23171.35,25661.97,,,,,,,,,,,,,,,,,,,,,,,1492.87,997.74,0.00,0.00,2490.61,5202.90,0.00,17968.39,0.00,23171.29,0.70,0.30,25661.89,0.00,25661.89,25661.89,0.00,25661.89,23447.76,2214.13,100244.40,-98030.27,451.66,337.26,788.91,67.70,411.93,479.63,1268.54,0.00,0.00,0.00,,,1268.54,1268.54,0.10,0.20,0.70,111.55,3563.68,3675.23,124.37,723.87,848.24,4523.47,105.54,2411.64,2517.19,120.21,678.65,798.87,3316.05,904.30,6535.74,7440.04,87.81,1147.18,1234.99,8675.03,717.12,3560.54,4277.66,39.21,783.84,823.05,5100.70,,,,,,,,312.68,2227.05,2539.74,77.07,1117.35,1194.42,3734.16,298.69,4172.17,4470.86,233.44,1595.88,1829.31,6300.17,,,0.00,,,4523.47,,,0.00,,,3316.05,,,0.00,,,8675.03,,,0.00,,,5100.70,,,0.00,,,3734.16,,,0.00,,,,,,0.00,,,6300.17
2009Chile,2009,Chile,26678.39,178148.07,506.43,0.15,0.14,0.01,1041.85,25636.54,0.00,152.99,152.99,1488.27,23995.28,25483.55,0.00,0.00,0.00,0.00,0.01,0.99,0.00,1.00,0.41,0.00,0.59,0.00,1.00,26678.39,1041.85,1488.27,2530.12,24148.28,26678.39,0.09,0.91,2530.12,0.00,0.00,24148.28,26678.39,114.66,3660.44,3775.09,1897.17,9591.60,11488.77,518.29,10896.24,11414.53,3.97,5.66,26678.39,114.66,3660.44,3775.09,1897.17,9591.60,11488.77,518.29,10896.24,11414.53,26678.39,1690.54,839.58,0.00,0.00,2530.12,5243.96,0.00,18904.25,0.00,24148.21,0.71,0.29,26678.33,0.00,26678.39,26678.39,0.00,26678.39,25370.99,1307.40,118052.50,-116745.10,464.30,1669.89,2134.19,113.80,541.55,655.35,2789.54,0.00,0.00,0.00,,,2789.54,2789.54,0.09,0.20,0.71,113.34,1424.37,1537.72,121.42,815.37,936.79,2474.50,726.39,2260.52,2986.91,94.69,730.00,824.69,3811.60,907.86,3304.77,4212.62,45.97,637.84,683.81,4896.43,79.99,1664.25,1744.24,20.60,509.89,530.49,2274.73,,,,,,,,347.26,6032.57,6379.83,68.09,1744.79,1812.87,8192.71,236.08,5801.35,6037.43,23.92,1621.50,1645.42,7682.85,,,0.00,,,2474.50,,,0.00,,,3811.60,,,0.00,,,4896.43,,,0.00,,,2274.73,,,0.00,,,8192.71,,,0.00,,,,,,0.00,,,7682.85
2010-IChile,2010-I,Chile,27757.38,191140.29,,0.15,0.13,0.01,990.24,26766.56,0.00,146.51,146.51,1488.27,25131.79,26620.05,0.00,0.00,0.00,0.00,0.01,0.99,0.00,1.00,0.40,0.00,0.60,0.00,1.00,27756.80,990.24,1488.27,2478.50,25278.30,27756.80,0.09,0.91,2478.50,0.00,0.00,25278.87,27757.38,74.00,2278.86,2352.86,1891.80,10498.20,12390.00,512.70,12501.81,13014.52,4.01,6.07,27757.38,74.00,2278.86,2352.86,1891.80,10498.20,12390.00,512.70,12501.81,13014.52,27757.38,1488.27,990.24,0.00,0.00,2478.50,6148.69,0.00,19130.18,0.00,25278.87,0.69,0.31,27757.38,0.00,27757.38,27757.38,0.00,27757.38,25175.47,2581.91,115829.20,-113247.29,43.44,1788.99,1832.43,11.27,420.17,431.44,2263.87,0.00,0.00,0.00,,,2263.87,2263.87,0.09,0.22,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010Chile,2010,Chile,35699.35,237008.96,473.20,0.15,0.13,0.02,1025.87,34673.49,0.00,139.12,139.12,3069.63,31464.73,34534.36,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.25,0.00,0.75,0.00,1.00,35699.35,1025.87,3069.63,4095.50,31603.85,35699.35,0.11,0.89,3514.13,0.00,581.37,31603.85,35699.35,125.65,1501.41,1627.06,1907.75,12565.81,14473.56,2062.10,17536.63,19598.73,6.23,6.59,35699.35,125.65,1501.41,1627.06,1907.75,12565.81,14473.56,1480.74,18117.99,19598.73,35699.35,2715.63,798.47,0.00,0.00,3514.10,7316.10,0.00,24869.15,0.00,32185.25,0.70,0.30,35699.35,0.00,35699.35,35699.35,0.00,35699.35,27863.73,7835.62,148437.00,-140601.38,101.72,3790.23,3891.95,24.19,1059.23,1083.42,4975.37,0.00,0.00,0.00,,,4975.37,4975.37,0.10,0.20,0.70,125.65,1501.41,1627.06,188.97,1210.96,1399.92,3026.99,723.21,3334.54,4057.74,163.07,1109.86,1272.93,5330.67,911.83,3597.97,4509.80,114.59,993.60,1108.19,5617.98,92.29,1792.48,1884.78,89.35,855.64,944.99,2829.77,90.49,3232.45,3322.94,86.96,733.45,820.40,4143.35,1950.65,9065.34,11015.99,402.89,2506.70,2909.58,13925.58,201.37,9079.66,9281.04,17.04,2729.92,2746.97,12028.00,,,0.00,,,3026.99,,,0.00,,,5330.67,,,0.00,,,5617.98,,,0.00,,,2829.77,,,0.00,,,4143.35,,,0.00,,,13925.58,,,0.00,,,12028.00
2011-IChile,2011-I,Chile,43495.92,255200.48,,0.17,0.15,0.02,974.73,42521.19,0.00,145.93,145.93,3066.23,39309.03,42375.26,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.24,0.00,0.76,0.00,1.00,43495.92,974.73,3066.23,4040.96,39454.96,43495.92,0.09,0.91,3463.00,0.00,577.96,39454.96,43495.92,61.25,1089.83,1151.08,1914.83,15662.82,17577.65,2064.88,22702.30,24767.17,6.31,6.77,43495.91,61.25,1089.83,1151.08,1914.83,15662.82,17577.65,1486.91,23280.26,24767.17,43495.91,2711.57,751.39,0.00,0.00,3462.96,9445.36,0.00,30587.60,0.00,40032.96,0.70,0.30,43495.92,0.00,43495.92,43495.92,0.00,43495.92,34883.87,8612.05,153008.80,-144396.75,53.36,425.33,478.69,11.80,606.03,617.83,1096.51,0.00,0.00,0.00,,,1096.51,1096.51,0.08,0.22,0.70,61.25,1089.83,1151.08,48.18,758.09,806.28,1957.36,724.07,3356.08,4080.15,94.44,1421.71,1516.15,5596.30,913.23,4324.72,5237.95,92.04,1291.37,1383.41,6621.37,93.92,1799.47,1893.39,89.73,1139.19,1228.91,3122.30,92.12,3702.43,3794.56,87.29,1010.49,1097.78,4892.34,1952.81,12800.27,14753.08,403.95,8426.11,8830.07,23583.15,203.55,12382.14,12585.69,17.27,3612.46,3629.72,16215.41,,,0.00,,,1957.36,,,0.00,,,5596.30,,,0.00,,,6621.37,,,0.00,,,3122.30,,,0.00,,,4892.34,,,0.00,,,23583.15,,,0.00,,,16215.41
2011Chile,2011,Chile,48962.98,232985.65,516.25,0.21,0.19,0.02,959.26,48003.72,0.00,113.46,113.46,4321.21,43569.06,47890.26,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.18,0.00,0.82,0.00,1.00,48962.98,959.26,4321.21,5280.47,43682.52,48962.98,0.11,0.89,4447.53,0.00,832.94,43682.52,48962.98,725.61,3066.08,3791.69,1314.52,16988.67,18303.19,3240.34,23627.79,26868.13,6.90,6.45,48963.01,725.61,3066.08,3791.69,1314.52,16988.67,18303.19,2407.38,24460.75,26868.13,48963.01,3719.64,727.89,0.00,0.00,4447.53,11363.47,0.00,33151.98,0.00,44515.46,0.68,0.32,48962.98,0.00,48962.98,48962.98,0.00,48962.98,41979.33,6983.65,134962.26,-127978.61,78.90,1401.04,1479.94,27.29,1263.87,1291.16,2771.11,0.00,0.00,0.00,,,2771.11,2771.11,0.09,0.23,0.68,725.61,3066.08,3791.69,99.41,1614.29,1713.70,5505.39,915.30,4713.71,5629.01,167.32,1489.74,1657.06,7286.06,102.62,1639.99,1742.61,142.18,1325.53,1467.71,3210.32,100.85,3816.51,3917.37,139.64,1202.82,1342.45,5259.82,100.25,4261.70,4361.95,137.01,1054.70,1191.71,5553.67,3184.12,13905.78,17089.90,561.23,3428.71,3989.94,21079.84,151.72,12278.76,12430.48,11.54,3847.63,3859.17,16289.65,,,0.00,,,5505.39,,,0.00,,,7286.06,,,0.00,,,3210.32,,,0.00,,,5259.82,,,0.00,,,5553.67,,,0.00,,,21079.84,,,0.00,,,16289.65
2012-IChile,2012-I,Chile,52363.00,256070.65,,0.20,0.19,0.02,925.00,51438.00,0.00,118.00,118.00,3688.00,47632.00,51320.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.20,0.00,0.80,0.00,1.00,52363.00,925.00,3688.00,4613.00,47750.00,52363.00,0.09,0.91,3761.00,0.00,852.00,47750.00,52363.00,41.30,1344.00,1385.30,1308.10,19352.00,20660.10,3263.00,27054.00,30317.00,7.79,6.71,52362.40,41.30,1344.00,1385.30,1308.10,19352.00,20660.10,2411.00,27906.00,30317.00,52362.40,3071.00,690.24,0.00,0.00,3761.24,12198.00,0.00,36404.00,0.00,48602.00,0.70,0.30,52363.24,0.00,52363.00,52363.00,0.00,52363.00,40344.00,12019.00,144196.00,-132177.00,59.60,1838.90,1898.50,25.30,741.50,766.80,2665.30,0.00,0.00,0.00,,,2665.30,2665.30,0.07,0.23,0.70,41.00,1344.00,1385.00,95.00,584.00,679.00,2064.00,914.30,4877.00,5791.30,19.36,1062.00,1081.36,6872.66,95.00,2059.00,2154.00,17.60,1454.00,1471.60,3625.60,99.98,3941.00,4040.98,71.44,1234.00,1305.44,5346.42,99.36,4404.00,4503.36,70.83,1124.00,1194.83,5698.19,3220.00,16001.00,19221.00,553.00,3733.00,4286.00,23507.00,142.00,15123.00,15265.00,11.61,4503.00,4514.61,19779.61,,,0.00,,,2064.00,,,0.00,,,6872.66,,,0.00,,,3625.60,,,0.00,,,5346.42,,,0.00,,,5698.19,,,0.00,,,23507.00,,,0.00,,,19779.61
2012Chile,2012,Chile,58861.75,270791.46,478.60,0.22,0.19,0.02,913.45,57948.30,0.00,110.06,110.06,5221.10,52617.14,57838.24,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.15,0.00,0.85,0.00,1.00,58861.75,913.45,5221.10,6134.55,52727.20,58861.75,0.10,0.90,5227.02,0.00,907.53,52727.20,58861.75,917.75,5231.63,6149.38,490.86,20349.84,20840.70,4725.94,27145.74,31871.68,8.05,6.21,58861.76,917.75,5231.63,6149.38,490.86,20349.84,20840.70,3818.41,28053.27,31871.68,58861.76,4552.27,674.75,0.00,0.00,5227.02,14138.04,0.00,39496.69,0.00,53634.73,0.67,0.33,58861.75,0.00,58861.75,58861.75,0.00,58861.75,41650.00,17211.75,162020.98,-144809.23,133.80,3420.90,3554.70,52.82,1351.64,1404.46,4959.16,0.00,0.00,0.00,3554.70,1404.46,4959.16,4959.16,0.09,0.24,0.67,917.75,5231.63,6149.38,211.81,1660.12,1871.93,8021.31,97.48,2330.24,2427.72,186.69,1462.58,1649.28,4076.99,104.71,4222.99,4327.69,184.23,1332.76,1516.99,5844.68,104.15,4721.27,4825.42,181.60,1169.03,1350.62,6176.04,103.88,5252.57,5356.45,178.96,991.48,1170.44,6526.89,3958.47,16009.02,19967.49,651.27,3524.18,4175.45,24142.94,848.12,14959.49,15807.61,542.30,4384.93,4927.23,20734.84,,,0.00,,,8021.31,,,0.00,,,4076.99,,,0.00,,,5844.68,,,0.00,,,6176.04,,,0.00,,,6526.89,,,0.00,,,24142.94,,,0.00,,,20734.84
2013-IChile,2013-I,Chile,56626.10,264421.95,,0.21,0.19,0.02,873.50,55752.60,0.00,104.85,104.85,4339.96,51307.80,55647.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.17,0.00,0.83,0.00,1.00,56626.10,873.50,4339.96,5213.45,51412.65,56626.10,0.09,0.91,4351.42,0.00,862.04,51412.65,56626.10,42.27,2808.53,2850.80,409.67,15499.69,15909.36,4761.52,33104.42,37865.94,9.34,7.25,56626.10,42.27,2808.53,2850.80,409.67,15499.69,15909.36,3899.48,33966.45,37865.94,56626.10,3708.30,643.12,0.00,0.00,4351.42,14425.73,0.00,37848.96,0.00,52274.68,0.67,0.33,56626.10,0.00,56626.10,56626.10,0.00,56626.10,41003.00,15623.10,158470.78,-142847.68,886.01,2151.14,3037.15,120.61,987.96,1108.58,4145.72,0.00,0.00,0.00,3037.15,1108.58,4145.72,4145.72,0.08,0.25,0.67,42.27,2814.43,2856.71,92.94,1464.93,1557.88,4414.58,100.35,2159.81,2260.16,184.24,1833.90,2018.13,4278.30,105.19,3959.16,4064.35,181.68,1692.16,1873.84,5938.19,104.63,4455.75,4560.39,179.04,1538.28,1717.33,6277.71,99.49,4936.70,5036.18,176.42,1361.18,1537.59,6573.78,3944.92,17391.90,21336.82,643.75,4366.23,5009.99,26346.81,816.60,15899.47,16716.07,542.29,5018.63,5560.92,22276.99,,,0.00,,,4414.58,,,0.00,,,4278.30,,,0.00,,,5938.19,,,0.00,,,6277.71,,,0.00,,,6573.78,,,0.00,,,26346.81,,,0.00,,,22276.99
2013Chile,2013,Chile,56098.71,261625.52,523.76,0.21,0.19,0.02,852.42,55246.29,0.00,88.91,88.91,4307.20,50850.18,55157.39,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.17,0.00,0.83,0.00,1.00,56098.71,852.42,4307.20,5159.62,50939.09,56098.71,0.09,0.91,4330.34,0.00,829.28,50939.09,56098.71,209.69,3859.73,4069.42,367.91,17127.89,17495.81,4582.02,29951.44,34533.46,9.10,6.80,56098.68,209.69,3859.73,4069.42,367.91,17127.89,17495.81,3752.74,30780.72,34533.46,56098.68,3708.03,622.31,0.00,0.00,4330.34,14635.63,0.00,37132.75,0.00,51768.37,0.66,0.34,56098.71,0.00,56098.71,56098.71,0.00,56098.71,41093.67,15005.04,162987.98,-147982.94,935.66,3420.90,4356.56,212.71,1980.81,2193.51,6550.08,0.00,0.00,0.00,4356.56,2193.51,6550.08,6550.08,0.08,0.26,0.66,209.69,3859.73,4069.42,184.16,1910.19,2094.35,6163.76,106.78,3854.14,3960.91,179.76,1772.78,1952.54,5913.45,101.93,4343.22,4445.15,177.08,1623.23,1800.32,6245.47,83.53,3052.43,3135.96,174.43,1451.20,1625.63,4761.59,75.67,5799.05,5874.73,171.82,1223.27,1395.09,7269.82,3788.84,14857.38,18646.22,495.50,4035.45,4530.96,23177.18,793.18,15173.12,15966.30,512.59,16069.83,16582.42,32548.72,,,0.00,,,6163.76,,,0.00,,,5913.45,,,0.00,,,6245.47,,,0.00,,,4761.59,,,0.00,,,7269.82,,,0.00,,,23177.18,,,0.00,,,32548.72
2014-IChile,2014-I,Chile,55723.47,258076.24,550.60,0.22,0.20,0.02,837.78,54885.69,0.00,87.13,87.13,4266.78,50531.78,54798.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.16,0.00,0.84,0.00,1.00,55723.47,837.78,4266.78,5104.56,50618.91,55723.47,0.09,0.91,4315.70,0.00,788.86,50618.91,55723.47,53.37,949.41,1002.78,504.82,19833.80,20338.62,4546.38,29835.68,34382.06,9.16,6.89,55723.45,53.37,949.41,1002.78,504.82,19833.80,20338.62,3757.52,30624.54,34382.06,55723.45,3703.34,612.36,0.00,0.00,4315.70,14064.01,0.00,37343.76,0.00,51407.77,0.67,0.33,55723.47,0.00,55723.47,55723.47,0.00,55723.47,41087.57,14635.90,170081.18,-155445.28,58.28,1099.57,1157.85,187.95,2090.54,2278.49,3436.35,0.00,0.00,0.00,1157.85,2278.49,3436.35,3436.35,0.08,0.25,0.67,53.37,949.41,1002.78,90.17,1439.99,1530.16,2532.94,114.38,3737.52,3851.89,178.11,1820.36,1998.47,5850.36,113.94,4219.12,4333.05,175.39,1680.36,1855.76,6188.81,109.09,4698.84,4807.93,172.70,1515.39,1688.09,6496.01,88.62,5603.92,5692.55,170.03,1295.21,1465.25,7157.80,3807.64,14623.17,18430.81,491.83,4495.29,4987.12,23417.93,817.52,16786.92,17604.44,83.91,5653.46,5737.37,23341.81,0.00,0.00,0.00,1002.78,1530.16,2532.94,0.00,0.00,0.00,3851.89,1998.47,5850.36,0.00,0.00,0.00,4333.05,1855.76,6188.81,0.00,0.00,0.00,4807.93,1688.09,6496.01,0.00,0.00,0.00,5692.55,1465.25,7157.80,0.00,0.00,0.00,18430.81,4987.12,23417.93,0.00,0.00,0.00,17604.44,5737.37,23341.81
2014Chile,2014,Chile,55793.82,242327.58,607.38,0.23,0.20,0.03,831.60,54962.24,0.00,69.63,69.63,5712.72,49179.88,54892.61,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.13,0.00,0.87,0.00,1.00,55793.84,831.60,5712.72,6544.32,49249.52,55793.84,0.12,0.88,5829.21,0.00,715.11,49249.50,55793.82,112.85,3443.98,3556.83,409.05,15198.25,15607.30,6022.42,30607.28,36629.70,9.38,7.06,55793.84,112.85,3443.98,3556.83,409.05,15198.25,15607.30,5307.31,31322.39,36629.70,55793.84,5253.75,575.47,0.00,0.00,5829.21,14370.23,0.00,35594.39,0.00,49964.61,0.64,0.36,55793.82,0.00,55793.82,55793.82,0.00,55793.82,40446.94,15346.89,165431.55,-150084.66,122.28,1925.06,2047.34,187.95,1854.66,2042.62,4089.95,0.00,0.00,0.00,2047.34,2042.62,4089.95,4089.95,0.10,0.26,0.64,112.85,3443.98,3556.83,169.76,1820.32,1990.08,5546.91,114.08,3892.52,4006.60,213.75,1670.01,1883.76,5890.36,116.09,4345.56,4461.65,169.76,1605.40,1775.16,6236.81,94.38,5147.38,5241.76,213.75,1462.12,1675.88,6917.64,84.50,1812.79,1897.29,169.76,1385.83,1555.58,3452.88,5243.76,15337.73,20581.49,493.28,4653.32,5146.60,25728.09,778.66,15269.56,16048.21,27.44,5132.81,5160.25,21208.47,0.00,0.00,0.00,3556.83,1990.08,5546.91,0.00,0.00,0.00,4006.60,1883.76,5890.36,0.00,0.00,0.00,4461.65,1775.16,6236.81,0.00,0.00,0.00,5241.76,1675.88,6917.64,0.00,0.00,0.00,1897.29,1555.58,3452.88,0.00,0.00,0.00,20581.49,5146.60,25728.09,0.00,0.00,0.00,16048.21,5160.25,21208.47
2015-IChile,2015-I,Chile,57826.91,240775.11,634.58,0.24,0.21,0.03,770.31,57056.60,0.00,67.55,67.55,7150.02,49839.03,56989.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.10,0.00,0.90,0.00,1.00,57826.91,770.31,7150.02,7920.33,49906.57,57826.91,0.14,0.86,7235.87,0.00,684.46,49906.57,57826.91,55.68,912.52,968.19,1997.52,19973.80,21971.32,5867.14,29020.26,34887.39,8.05,6.83,57826.91,55.68,912.52,968.19,1313.06,20658.26,21971.32,5867.14,29020.26,34887.39,57826.91,6704.02,531.85,0.00,0.00,7235.87,16182.81,0.00,34408.22,0.00,50591.04,0.60,0.40,57826.91,0.00,57826.91,57826.91,0.00,57826.91,38179.32,19647.58,166411.99,-146764.40,64.50,2387.82,2452.32,86.19,953.19,1039.39,3491.70,0.00,0.00,0.00,2452.32,1039.39,3491.70,3491.70,0.13,0.28,0.60,55.68,912.52,968.19,83.79,1078.76,1162.55,2130.74,113.72,3763.57,3877.29,210.29,1045.00,1255.29,5132.58,114.98,4207.55,4322.54,206.43,1031.58,1238.01,5560.55,95.13,4964.62,5059.75,203.62,926.93,1130.55,6190.30,84.09,1752.87,1836.96,201.14,905.86,1106.99,2943.96,3150.78,15806.73,18957.51,600.95,3196.79,3797.74,22755.25,4305.95,18498.71,22804.66,632.88,5294.92,5927.80,28732.46,0.00,0.00,0.00,968.19,1162.55,2130.74,0.00,0.00,0.00,3877.29,1255.29,5132.58,0.00,0.00,0.00,4322.54,1238.01,5560.55,0.00,0.00,0.00,5059.75,1130.55,6190.30,0.00,0.00,0.00,1836.96,1106.99,2943.96,0.00,0.00,0.00,18957.51,3797.74,22755.25,0.00,0.00,0.00,22804.66,5927.80,28732.46
2006Colombia,2006,Colombia,65666.01,185759.58,2225.44,0.35,0.23,0.13,9482.17,56183.85,137.90,0.00,137.90,13848.96,42196.99,56045.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.40,0.01,0.59,0.00,1.00,65666.02,9482.17,13986.86,23469.03,42196.99,65666.02,0.36,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,15674.48,8000.00,,,23674.48,27422.13,4699.80,9869.60,0.00,41991.53,0.15,0.85,65666.00,,,,N/A,N/A,,N/A,,N/A,1977.80,16430.20,18408.00,1677.00,10565.00,12242.00,30650.00,,,,,,,,0.36,0.49,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
